,month,month_full,year,no_of_rainy_days,total_rainfall,mean_relative_humidity,mean_sunshine_hrs,mean_surface_temp,wet_bulb_temperature
244,2002-05-01,May,2002,13,236.6,82.3,6.2,28.9,26.417473118279567
245,2002-06-01,Jun,2002,12,83.1,82.1,6.3,28.7,26.222638888888888
246,2002-07-01,Jul,2002,11,233.7,82.7,6.8,28.4,26.05510752688172
247,2002-08-01,Aug,2002,14,54.2,79.2,6.7,28.5,25.624193548387098
248,2002-09-01,Sep,2002,9,124.2,81.7,5.5,28.1,25.545555555555556
249,2002-10-01,Oct,2002,7,10.8,79.8,6.2,28.7,25.838306451612905
250,2002-11-01,Nov,2002,15,307.2,85.8,4.6,27.4,25.49833333333333
251,2002-12-01,Dec,2002,24,255.0,88.7,4.8,27.2,25.680779569892472
252,2003-01-01,Jan,2003,20,444.2,86.9,4.7,26.7,24.92970430107527
253,2003-02-01,Feb,2003,13,172.9,85.0,5.8,27.1,25.087648809523813
254,2003-03-01,Mar,2003,11,154.6,83.8,6.9,28.1,25.84704301075269
255,2003-04-01,Apr,2003,20,159.9,86.7,5.1,27.9,26.094305555555557
256,2003-05-01,May,2003,11,81.8,81.7,5.8,29.2,26.612903225806452
257,2003-06-01,Jun,2003,12,50.3,78.5,7.0,28.9,25.94916666666667
258,2003-07-01,Jul,2003,14,170.4,81.7,5.6,28.1,25.634543010752687
259,2003-08-01,Aug,2003,13,193.6,83.1,6.1,28.2,25.924865591397847
260,2003-09-01,Sep,2003,15,205.3,84.8,5.0,27.6,25.566666666666666
261,2003-10-01,Oct,2003,21,351.4,84.9,5.1,27.6,25.548521505376343
262,2003-11-01,Nov,2003,19,133.8,87.3,4.2,27.1,25.443055555555556
263,2003-12-01,Dec,2003,17,273.0,87.2,3.9,26.5,24.87150537634409
264,2004-01-01,Jan,2004,13,600.9,86.7,6.7,26.9,25.08225806451613
265,2004-02-01,Feb,2004,4,31.9,80.5,7.7,27.6,24.958189655172415
266,2004-03-01,Mar,2004,16,269.4,85.8,4.8,27.7,25.739919354838708
267,2004-04-01,Apr,2004,9,57.1,82.3,7.0,28.9,26.369027777777777
268,2004-05-01,May,2004,13,137.6,82.1,6.0,28.9,26.447580645161292
269,2004-06-01,Jun,2004,8,127.2,79.8,6.3,29.0,26.183611111111112
270,2004-07-01,Jul,2004,20,166.6,85.3,4.2,27.3,25.38817204301075
271,2004-08-01,Aug,2004,8,185.2,80.3,7.3,28.3,25.537365591397847
272,2004-09-01,Sep,2004,14,128.9,83.6,5.9,27.8,25.570277777777775
273,2004-10-01,Oct,2004,13,125.6,83.9,5.0,27.8,25.57338709677419
274,2004-11-01,Nov,2004,15,166.2,86.1,5.8,27.3,25.41375
275,2004-12-01,Dec,2004,14,139.8,85.2,4.9,26.8,24.87244623655914
276,2005-01-01,Jan,2005,8,163.2,83.3,6.5,26.6,24.395967741935483
277,2005-02-01,Feb,2005,3,8.4,77.7,9.1,28.5,25.330357142857142
278,2005-03-01,Mar,2005,12,82.4,80.3,7.2,28.5,25.70577956989247
279,2005-04-01,Apr,2005,10,81.7,81.0,7.0,28.7,26.036805555555556
280,2005-05-01,May,2005,20,331.1,84.6,5.5,28.5,26.366532258064517
281,2005-06-01,Jun,2005,15,82.3,82.7,5.4,28.8,26.405694444444443
282,2005-07-01,Jul,2005,15,104.0,84.0,5.4,28.0,25.849865591397847
283,2005-08-01,Aug,2005,13,58.5,82.9,6.5,28.2,25.900134408602153
284,2005-09-01,Sep,2005,18,175.7,84.2,6.2,28.2,25.996111111111112
285,2005-10-01,Oct,2005,19,314.5,85.2,5.1,27.6,25.58185483870968
286,2005-11-01,Nov,2005,23,362.9,86.4,4.4,27.3,25.43236111111111
287,2005-12-01,Dec,2005,19,166.0,85.6,4.5,27.3,25.326478494623657
288,2006-01-01,Jan,2006,20,454.4,87.8,4.8,26.5,24.865591397849464
289,2006-02-01,Feb,2006,8,115.5,84.0,7.4,27.5,25.37842261904762
290,2006-03-01,Mar,2006,9,83.1,81.3,7.1,28.3,25.692204301075268
291,2006-04-01,Apr,2006,18,239.8,87.0,5.3,27.6,25.854444444444447
292,2006-05-01,May,2006,14,205.7,85.2,5.0,28.1,26.103629032258063
293,2006-06-01,Jun,2006,16,236.8,86.3,5.5,27.8,25.99152777777778
294,2006-07-01,Jul,2006,15,153.8,83.8,6.9,28.4,26.21155913978495
295,2006-08-01,Aug,2006,14,127.3,81.9,6.7,28.3,25.854569892473116
296,2006-09-01,Sep,2006,12,83.3,81.0,5.3,28.0,25.40486111111111
297,2006-10-01,Oct,2006,8,102.0,80.9,4.8,28.3,25.69327956989247
298,2006-11-01,Nov,2006,18,185.6,87.4,5.6,27.3,25.550416666666667
299,2006-12-01,Dec,2006,22,765.9,88.5,3.2,26.6,25.12217741935484
300,2007-01-01,Jan,2007,20,450.1,86.8,4.1,26.5,24.72083333333333
301,2007-02-01,Feb,2007,3,105.5,82.5,7.6,27.3,24.870535714285715
302,2007-03-01,Mar,2007,21,269.1,84.9,5.8,27.5,25.42043010752688
303,2007-04-01,Apr,2007,14,240.2,84.7,5.9,28.1,26.00986111111111
304,2007-05-01,May,2007,16,127.2,84.8,5.5,28.3,26.221236559139783
305,2007-06-01,Jun,2007,12,139.0,82.8,6.0,28.4,26.059583333333336
306,2007-07-01,Jul,2007,19,141.7,84.8,3.8,27.7,25.697580645161292
307,2007-08-01,Aug,2007,20,190.7,82.9,5.7,27.7,25.4252688172043
308,2007-09-01,Sep,2007,13,149.0,83.3,5.8,27.8,25.593194444444443
309,2007-10-01,Oct,2007,16,237.2,83.2,5.6,27.8,25.488575268817204
310,2007-11-01,Nov,2007,21,367.9,86.5,3.5,26.9,25.105833333333333
311,2007-12-01,Dec,2007,20,468.6,86.8,4.5,26.4,24.704301075268816
312,2008-01-01,Jan,2008,19,262.6,86.0,6.1,26.8,24.903360215053763
313,2008-02-01,Feb,2008,8,129.2,82.9,5.5,26.7,24.427298850574715
314,2008-03-01,Mar,2008,16,294.1,87.1,4.3,26.5,24.830510752688173
315,2008-04-01,Apr,2008,13,87.2,82.0,6.0,28.1,25.641805555555553
316,2008-05-01,May,2008,11,124.9,79.1,6.6,28.8,25.849596774193547
317,2008-06-01,Jun,2008,12,118.3,81.5,5.6,28.2,25.66333333333333
318,2008-07-01,Jul,2008,15,89.1,81.3,4.9,27.8,25.311155913978496
319,2008-08-01,Aug,2008,18,327.3,83.8,5.5,27.4,25.284408602150535
320,2008-09-01,Sep,2008,18,164.4,82.7,5.1,27.7,25.344722222222224
321,2008-10-01,Oct,2008,19,159.5,84.9,4.5,27.6,25.546505376344083
322,2008-11-01,Nov,2008,16,324.3,85.9,4.0,27.3,25.379583333333333
323,2008-12-01,Dec,2008,17,244.2,83.7,4.8,26.9,24.690591397849463
324,2009-01-01,Jan,2009,5,38.3,79.1,6.6,26.8,23.982795698924733
325,2009-02-01,Feb,2009,8,201.8,80.7,6.4,27.3,24.64627976190476
326,2009-03-01,Mar,2009,19,223.3,85.4,5.5,27.2,25.2
327,2009-04-01,Apr,2009,12,183.7,82.2,6.2,28.5,26.000694444444445
328,2009-05-01,May,2009,17,198.6,83.0,6.6,28.7,26.366666666666667
329,2009-06-01,Jun,2009,8,21.8,79.8,7.0,29.1,26.281666666666666
330,2009-07-01,Jul,2009,16,161.0,80.8,6.2,28.3,25.6002688172043
331,2009-08-01,Aug,2009,12,177.8,80.7,6.5,28.3,25.64354838709677
332,2009-09-01,Sep,2009,13,109.6,82.0,5.6,28.3,25.86611111111111
333,2009-10-01,Oct,2009,15,133.4,82.8,5.4,28.2,25.861424731182797
334,2009-11-01,Nov,2009,23,281.8,85.6,4.7,27.2,25.274583333333336
335,2009-12-01,Dec,2009,18,189.8,86.3,4.7,27.1,25.261693548387097
336,2010-01-01,Jan,2010,10,69.5,82.1,7.1,27.5,25.016397849462365
337,2010-02-01,Feb,2010,4,6.3,77.3,8.8,28.9,25.641964285714288
338,2010-03-01,Mar,2010,11,238.0,79.9,6.1,28.6,25.731989247311827
339,2010-04-01,Apr,2010,18,158.5,84.1,6.2,28.6,26.349444444444444
340,2010-05-01,May,2010,17,157.5,82.2,6.5,29.2,26.713575268817205
341,2010-06-01,Jun,2010,19,240.5,83.9,5.1,28.3,26.11875
342,2010-07-01,Jul,2010,18,298.5,84.8,4.6,27.7,25.6497311827957
343,2010-08-01,Aug,2010,16,158.4,84.2,5.4,27.9,25.741263440860216
344,2010-09-01,Sep,2010,13,121.5,82.5,5.7,28.0,25.610833333333332
345,2010-10-01,Oct,2010,17,166.2,82.3,4.2,28.3,25.80282258064516
346,2010-11-01,Nov,2010,21,278.8,85.9,5.0,27.4,25.448611111111113
347,2010-12-01,Dec,2010,14,181.4,85.3,3.6,26.8,24.836290322580645
348,2011-01-01,Jan,2011,17,513.2,85.8,4.5,26.3,24.433467741935484
349,2011-02-01,Feb,2011,8,23.0,81.1,7.5,27.3,24.69151785714286
350,2011-03-01,Mar,2011,22,256.6,85.5,4.6,27.1,25.072311827956987
351,2011-04-01,Apr,2011,12,217.8,83.9,7.2,27.9,25.689999999999998
352,2011-05-01,May,2011,15,127.0,85.3,5.9,28.5,26.479166666666668
353,2011-06-01,Jun,2011,15,213.0,83.7,5.0,28.4,26.13875
354,2011-07-01,Jul,2011,7,76.6,81.3,7.8,28.7,26.110483870967744
355,2011-08-01,Aug,2011,13,81.4,82.6,6.1,27.9,25.56048387096774
356,2011-09-01,Sep,2011,14,136.4,82.7,5.1,27.8,25.50986111111111
357,2011-10-01,Oct,2011,20,216.8,87.4,5.3,27.3,25.508198924731182
358,2011-11-01,Nov,2011,24,377.8,87.8,4.6,27.1,25.45347222222222
359,2011-12-01,Dec,2011,21,284.6,88.4,3.3,26.6,25.062634408602147
360,2012-01-01,Jan,2012,16,106.1,87.3,6.0,26.7,25.007930107526885
361,2012-02-01,Feb,2012,11,83.6,85.6,7.0,27.2,25.257183908045977
362,2012-03-01,Mar,2012,21,313.4,87.3,4.2,27.0,25.314247311827955
363,2012-04-01,Apr,2012,20,260.6,85.1,5.8,27.6,25.57111111111111
364,2012-05-01,May,2012,19,292.0,83.1,5.6,28.2,25.842473118279568
365,2012-06-01,Jun,2012,8,53.0,79.0,6.0,28.7,25.799305555555556
366,2012-07-01,Jul,2012,17,130.8,81.1,6.2,27.7,25.18494623655914
367,2012-08-01,Aug,2012,12,119.0,79.8,6.1,27.9,25.202016129032256
368,2012-09-01,Sep,2012,10,107.6,79.7,5.6,27.9,25.150555555555556
369,2012-10-01,Oct,2012,13,122.2,81.3,5.9,27.7,25.155779569892474
370,2012-11-01,Nov,2012,22,208.2,85.4,4.4,27.1,25.138472222222223
371,2012-12-01,Dec,2012,22,363.4,87.0,3.6,26.7,24.978494623655912
372,2013-01-01,Jan,2013,15,262.0,82.1,6.0,27.1,24.62849462365591
373,2013-02-01,Feb,2013,22,395.2,86.9,4.0,26.5,24.79285714285714
374,2013-03-01,Mar,2013,10,85.8,80.4,7.5,28.3,25.5497311827957
375,2013-04-01,Apr,2013,19,159.4,82.7,5.2,28.2,25.81625
376,2013-05-01,May,2013,17,211.4,83.1,5.4,28.2,25.848387096774193
377,2013-06-01,Jun,2013,12,111.4,74.6,6.4,29.0,25.30388888888889
378,2013-07-01,Jul,2013,15,174.6,79.9,5.7,27.8,25.04193548387097
379,2013-08-01,Aug,2013,15,165.6,79.0,6.1,27.9,25.04422043010753
380,2013-09-01,Sep,2013,19,257.0,81.3,4.6,27.5,25.012916666666666
381,2013-10-01,Oct,2013,19,285.4,79.9,6.3,27.7,24.95766129032258
382,2013-11-01,Nov,2013,22,292.4,84.6,4.5,27.1,25.066666666666666
383,2013-12-01,Dec,2013,21,348.2,85.8,3.5,26.5,24.609139784946237
384,2014-01-01,Jan,2014,5,75.4,78.5,5.3,26.2,23.391129032258064
385,2014-02-01,Feb,2014,1,0.2,74.5,8.8,27.2,23.708333333333332
386,2014-03-01,Mar,2014,6,66.0,76.0,8.0,27.9,24.54462365591398
387,2014-04-01,Apr,2014,17,110.0,80.0,5.7,28.2,25.461805555555557
388,2014-05-01,May,2014,18,125.8,80.2,5.8,28.6,25.811424731182797
389,2014-06-01,Jun,2014,11,71.4,77.5,6.0,29.0,25.880972222222223
390,2014-07-01,Jul,2014,15,148.6,78.3,5.5,28.7,25.704704301075267
391,2014-08-01,Aug,2014,20,241.0,79.7,4.5,27.7,24.933198924731183
392,2014-09-01,Sep,2014,9,83.6,75.6,7.0,28.5,25.079583333333332
393,2014-10-01,Oct,2014,10,120.0,77.0,6.0,28.4,25.170295698924733
394,2014-11-01,Nov,2014,23,250.8,82.4,5.4,27.5,25.094722222222224
395,2014-12-01,Dec,2014,17,245.6,82.6,3.7,27.0,24.71545698924731
396,2015-01-01,Jan,2015,6,79.6,77.6,7.4,26.9,23.8377688172043
397,2015-02-01,Feb,2015,6,18.8,75.4,7.3,27.0,23.633035714285715
398,2015-03-01,Mar,2015,5,84.4,75.8,7.3,28.2,24.765860215053763
399,2015-04-01,Apr,2015,13,73.2,77.1,7.2,28.6,25.373055555555553
400,2015-05-01,May,2015,12,89.0,78.9,5.8,28.7,25.795564516129033
401,2015-06-01,Jun,2015,10,95.8,75.8,6.7,29.0,25.58625
402,2015-07-01,Jul,2015,13,116.8,74.9,7.1,29.1,25.54422043010753
403,2015-08-01,Aug,2015,11,185.8,76.7,6.1,28.4,25.17755376344086
404,2015-09-01,Sep,2015,8,61.6,75.0,4.3,28.7,25.183611111111112
405,2015-10-01,Oct,2015,9,87.2,75.4,4.7,28.7,25.2127688172043
406,2015-11-01,Nov,2015,13,72.6,79.1,4.8,28.0,25.090416666666666
407,2015-12-01,Dec,2015,19,302.3,81.1,5.3,27.7,25.13037634408602
408,2016-01-01,Jan,2016,15,126.6,79.6,7.2,28.3,25.472580645161287
409,2016-02-01,Feb,2016,10,186.0,78.8,6.5,27.8,24.938505747126438
410,2016-03-01,Mar,2016,6,6.2,74.7,8.0,29.0,25.40456989247312
411,2016-04-01,Apr,2016,14,89.8,75.6,7.0,29.4,25.945277777777775
412,2016-05-01,May,2016,12,193.8,77.4,6.2,29.3,26.075806451612905
413,2016-06-01,Jun,2016,13,162.8,77.7,5.4,28.5,25.419166666666666
414,2016-07-01,Jul,2016,20,168.6,77.3,6.3,28.4,25.259543010752687
415,2016-08-01,Aug,2016,15,139.2,74.0,6.7,28.9,25.236155913978497
416,2016-09-01,Sep,2016,15,118.9,73.9,5.5,28.3,24.610138888888887
417,2016-10-01,Oct,2016,16,181.0,72.0,4.6,28.3,24.35282258064516
418,2016-11-01,Nov,2016,20,290.2,77.6,3.5,27.4,24.353194444444444
419,2016-12-01,Dec,2016,23,292.6,72.8,5.1,27.4,23.570833333333333
420,2017-01-01,Jan,2017,21,197.6,84.8,4.8,26.9,24.893010752688173
421,2017-02-01,Feb,2017,15,158.4,83.2,7.1,26.9,24.679464285714282
422,2017-03-01,Mar,2017,11,136.2,82.5,6.1,27.4,24.988440860215057
423,2017-04-01,Apr,2017,21,208.6,83.5,5.3,27.8,25.54638888888889
424,2017-05-01,May,2017,15,190.0,82.8,5.9,28.5,26.114650537634407
425,2017-06-01,Jun,2017,10,106.0,80.2,6.3,28.5,25.75847222222222
426,2017-07-01,Jul,2017,9,79.6,79.6,7.0,28.3,25.50577956989247
427,2017-08-01,Aug,2017,18,84.2,79.9,6.1,28.1,25.39059139784946
428,2017-09-01,Sep,2017,19,124.4,81.0,5.7,28.0,25.380555555555556
429,2017-10-01,Oct,2017,18,120.8,82.5,5.5,27.9,25.47970430107527
430,2017-11-01,Nov,2017,24,268.6,86.3,4.2,27.1,25.229999999999997
431,2017-12-01,Dec,2017,23,371.2,85.2,5.6,27.0,25.010080645161292
432,2018-01-01,Jan,2018,25,287.0,86.6,4.1,26.1,24.34543010752688
433,2018-02-01,Feb,2018,5,14.8,77.2,8.0,27.2,24.058630952380952
434,2018-03-01,Mar,2018,10,44.6,78.4,6.4,28.0,24.96532258064516
435,2018-04-01,Apr,2018,14,61.2,78.5,6.8,28.5,25.470000000000002
436,2018-05-01,May,2018,19,132.2,79.0,5.8,28.7,25.72244623655914
437,2018-06-01,Jun,2018,17,182.6,79.3,4.1,28.4,25.57097222222222
438,2018-07-01,Jul,2018,10,143.2,77.7,6.1,28.5,25.403091397849465
439,2018-08-01,Aug,2018,11,121.6,77.0,6.7,28.5,25.324596774193548
440,2018-09-01,Sep,2018,13,144.4,77.1,6.0,28.0,24.81625
441,2018-10-01,Oct,2018,18,234.4,79.7,6.1,27.9,25.083870967741937
442,2018-11-01,Nov,2018,27,169.6,83.2,3.8,27.3,25.04638888888889
443,2018-12-01,Dec,2018,19,172.6,81.5,5.1,27.6,25.06532258064516
444,2019-01-01,Jan,2019,9,63.6,75.6,7.1,28.0,24.605376344086025
445,2019-02-01,Feb,2019,5,31.6,74.1,9.2,28.2,24.58169642857143
446,2019-03-01,Mar,2019,6,72.2,72.3,8.3,28.7,24.7375
447,2019-04-01,Apr,2019,9,174.8,77.6,5.9,28.6,25.502777777777776
448,2019-05-01,May,2019,13,69.0,79.2,7.0,29.3,26.34193548387097
449,2019-06-01,Jun,2019,16,173.8,79.5,5.3,28.4,25.61277777777778
450,2019-07-01,Jul,2019,8,12.2,75.2,7.5,29.0,25.546505376344083
451,2019-08-01,Aug,2019,6,11.8,72.1,7.6,29.1,25.14758064516129
452,2019-09-01,Sep,2019,4,22.8,73.0,6.7,29.0,25.17666666666667
453,2019-10-01,Oct,2019,15,176.8,78.1,6.5,28.1,25.08306451612903
454,2019-11-01,Nov,2019,15,137.4,79.2,5.5,28.0,25.128194444444443
455,2019-12-01,Dec,2019,14,421.5,83.9,4.8,26.7,24.581317204301076
456,2020-01-01,Jan,2020,6,88.4,77.9,7.1,27.7,24.690725806451614
457,2020-02-01,Feb,2020,8,65.0,76.0,8.3,27.9,24.543390804597703
458,2020-03-01,Mar,2020,8,108.8,75.2,7.6,28.6,25.122580645161293
459,2020-04-01,Apr,2020,12,188.0,76.4,7.1,28.9,25.509722222222223
460,2020-05-01,May,2020,16,255.6,79.1,5.7,28.9,26.02405913978495
461,2020-06-01,Jun,2020,21,233.8,80.2,4.3,28.1,25.440416666666664
462,2020-07-01,Jul,2020,22,140.8,78.2,5.7,27.9,25.021639784946235
463,2020-08-01,Aug,2020,12,103.4,76.8,6.4,28.3,25.113844086021505
464,2020-09-01,Sep,2020,18,150.2,79.0,4.8,27.5,24.719305555555557
465,2020-10-01,Oct,2020,16,78.8,75.4,4.3,28.3,24.916263440860217
466,2020-11-01,Nov,2020,19,220.6,81.7,4.0,27.2,24.803055555555556
467,2020-12-01,Dec,2020,20,253.2,81.1,5.2,27.2,24.651612903225807
468,2021-01-01,Jan,2021,17,692.8,82.6,4.2,26.0,23.73333333333333
469,2021-02-01,Feb,2021,2,1.0,73.8,8.2,27.3,23.745386904761904
470,2021-03-01,Mar,2021,14,182.4,76.6,7.3,27.9,24.68938172043011
471,2021-04-01,Apr,2021,14,290.4,77.4,6.8,28.2,25.122500000000002
472,2021-05-01,May,2021,13,245.8,79.3,6.0,28.7,25.861424731182797
473,2021-06-01,Jun,2021,20,93.4,77.8,6.5,28.5,25.489305555555553
474,2021-07-01,Jul,2021,12,195.8,76.5,6.8,28.6,25.36922043010753
475,2021-08-01,Aug,2021,24,293.6,80.4,4.8,27.6,24.96317204301075
476,2021-09-01,Sep,2021,14,205.4,77.3,6.4,28.3,25.195833333333333
477,2021-10-01,Oct,2021,14,177.0,78.3,6.2,28.5,25.493682795698923
478,2021-11-01,Nov,2021,23,312.4,81.7,4.9,27.6,25.111944444444443
479,2021-12-01,Dec,2021,15,119.6,79.7,5.4,27.7,24.95604838709677
480,2022-01-01,Jan,2022,9,99.8,77.4,8.3,27.4,24.380913978494625
481,2022-02-01,Feb,2022,16,175.0,80.3,5.9,27.3,24.64985119047619
482,2022-03-01,Mar,2022,21,163.2,79.2,6.4,28.1,25.253225806451614
483,2022-04-01,Apr,2022,18,239.6,80.0,5.2,28.1,25.375416666666666
484,2022-05-01,May,2022,12,102.0,76.5,6.7,29.2,25.881317204301077
485,2022-06-01,Jun,2022,17,211.8,79.1,4.7,27.9,25.118055555555557
486,2022-07-01,Jul,2022,16,145.2,76.8,6.2,28.6,25.43911290322581
487,2022-08-01,Aug,2022,15,141.4,77.4,5.5,28.1,25.072311827956987
